,Skew Angle,Slope Angle,Center of Mass x,Center of Mass y,Aspect Ratio,Entropy,Genuine,ID
1758,-4,-14.88,85.5,317.8,2.527,0.04327,1,18
1812,-3,-16.3,84.8,282.8,2.494,0.05533,1,18
1866,-3,-15.05,84.94,286.8,2.506,0.04172,1,18
1920,-4,-16.84,91.1,243.4,2.404,0.09186,1,18
1974,4,-21.31,91.1,295.8,2.51,0.057,1,18
2028,-4,-14.89,88.4,310,2.494,0.04358,1,18
2081,4,-16.17,79.5,300,2.516,0.03943,1,18
2135,-5,-14.234,99.8,252.9,2.486,0.0903,1,18
2189,5,-12.84,103.8,270.5,2.44,0.1046,1,18
2242,-4,-14.85,94.56,265.8,2.469,0.08966,1,18
419,1,-10.75,100.44,231,2.54,0.127,0,19
424,-5,-7.055,122.44,229.6,2.527,0.2712,0,19
437,-4,-5.906,117,257.5,2.527,0.2352,0,19
474,-5,-10.41,81.5,216.4,2.514,0.1289,1,19
633,-1,-10.22,96.6,212.8,2.502,0.11633,0,19
638,-5,-46.1,128.8,249.6,0.2666,0.2194,0,19
651,-5,-11.336,106.1,300.5,2.547,0.1948,0,19
687,0,-11.82,90.44,208.2,2.535,0.0953,1,19
846,-4,-8.84,96.56,240,2.592,0.1312,0,19
851,-2,-45.88,129,241.5,0.1616,0.2751,0,19
864,-3,-5.39,103.94,285,2.578,0.19,0,19
901,4,-10.57,84,232.1,2.623,0.085,1,19
1060,-2,-8.27,98.7,253.8,2.55,0.11316,0,19
1065,-3,0,123.5,243.8,0.877,0.2664,0,19
1078,2,-26.3,105.75,283.8,0.912,0.2484,0,19
1115,-5,-17.38,88.6,243.4,2.56,0.08435,1,19
1219,-5,-12.22,95.06,208,2.533,0.0927,1,19
1273,-4,-10.81,82,229.6,2.719,0.0866,1,19
1327,0,-11.53,87.3,215.6,2.62,0.0629,1,19
1381,-3,-13.3,77.3,219.5,2.5,0.0662,1,19
1435,-1,-17.36,74.8,274.5,2.543,0.05838,1,19
1489,3,-13.875,85.5,196.2,2.586,0.0718,1,19
1543,-4,-12.01,81.6,193.4,2.81,0.0455,1,19
1597,5,-7.65,79.7,243.9,3.184,0.0629,1,19
1651,0,-11.71,116.56,250,2.412,0.08545,1,19
1705,5,-10.64,87,242.5,2.55,0.0636,1,19
1759,5,-13.08,101.25,204.2,2.781,0.0549,1,19
1813,-2,-9.41,69.25,248.1,3.055,0.05695,1,19
1867,0,-10.51,94.56,232.5,2.512,0.08685,1,19
1921,2,-13.21,87.3,261,2.52,0.04373,1,19
1975,-1,-11.78,74.1,260,3.455,0.03293,1,19
2029,5,-6.895,81.44,230.4,3.209,0.05063,1,19
2082,-5,-9.97,80.6,252.1,3.516,0.03754,1,19
2136,2,-13.65,81.9,236.1,2.525,0.06244,1,19
2190,-5,-14.5,75,222.4,2.55,0.03268,1,19
2243,-2,-27.2,74.7,253.4,1.039,0.04147,1,19
377,-5,-19.7,112.94,199.9,1.103,0.2642,0,20
429,-3,-20.16,101.9,239.1,1.596,0.2413,0,20
467,1,-19.17,130.1,266.8,1.76,0.0613,0,20
475,-2,-7.984,134.1,252,1.935,0.1461,1,20
520,1,-12.05,128.8,200.6,1.61,0.2163,0,20
575,-5,-16.84,117.3,243.8,1.959,0.1793,0,20
591,-5,-18.03,105.75,232.9,2,0.298,0,20
643,-5,-14.305,110.4,201.1,2.266,0.2305,0,20
681,-4,-23.56,102.1,213.1,2.22,0.17,0,20
688,-2,-17.08,129.4,251.6,1.554,0.1326,1,20
733,-5,-12.41,122.6,209.5,1.47,0.2905,0,20
788,-5,-13.25,103.8,279.2,1.677,0.2228,0,20
804,-4,-14.586,110.8,245.9,1.268,0.302,0,20
856,-5,-14.22,100.5,225.9,1.51,0.2795,0,20
894,-4,-19.81,116.1,254.9,2.164,0.201,0,20
902,-2,-15.64,133,262,1.538,0.10364,1,20
947,-5,-7.156,125.3,210.6,1.086,0.2896,0,20
1002,-1,-20.39,104.5,252.1,1.793,0.2009,0,20
1018,-5,-16.73,117.7,209.9,1.518,0.1989,0,20
1070,-1,-20.45,104.4,235.4,2.223,0.2133,0,20
1108,-4,-28.86,108.06,226.2,1.154,0.2659,0,20
1116,-2,-9.03,137.4,246.2,1.766,0.1038,1,20
1161,2,-13.95,115.2,218.1,1.586,0.2244,0,20
1220,-5,-12.96,134.2,250.4,1.929,0.1109,1,20
1274,-5,-12.26,133,254,1.804,0.1104,1,20
1328,-5,-15.445,133,244.6,1.389,0.1405,1,20
1382,-5,-15.164,126.06,228.8,2.205,0.1443,1,20
1436,-3,-14.914,123.1,225.6,2.076,0.1431,1,20
1490,-2,-16.88,131.8,230.6,1.631,0.173,1,20
1544,-1,-15.85,131.2,229.6,2.041,0.1649,1,20
1598,-5,-19.4,127.94,220.1,1.727,0.1395,1,20
1652,-5,-16.42,122.44,244.9,1.861,0.1838,1,20
1706,-1,-18.22,118.5,226.5,2,0.12244,1,20
1760,-2,-16.2,126.1,227.1,1.965,0.1533,1,20
1814,-5,-21.34,119.1,204.8,1.849,0.1993,1,20
1868,-4,-12.7,120.75,245.5,2.453,0.1726,1,20
1922,-3,-17.89,118,232,2.072,0.1538,1,20
1976,-5,-21.83,122.7,224.8,1.702,0.1761,1,20
2030,1,-16.3,124.94,215.2,2.299,0.154,1,20
2083,-1,-21.44,122.06,227.8,1.688,0.1735,1,20
2137,-2,-18.23,128.9,213.5,1.796,0.1682,1,20
2191,-4,-20.94,125.75,226,1.742,0.1826,1,20
2244,-5,-21.2,119.6,248.1,1.601,0.1469,1,20
398,-5,-16.84,113.56,197.1,2.156,0.2262,0,21
488,-5,-11.28,97.75,245.1,2.145,0.1763,0,21
506,-4,-18.36,90.06,254.5,2.393,0.1971,1,21
511,-3,-16.84,75.8,213.8,2.508,0.1458,0,21
612,-5,-13.46,122.8,182.8,2.527,0.217,0,21
701,-4,-11.055,93.75,231.9,2.197,0.175,0,21
719,-5,-17.64,88.44,256,2.398,0.2434,1,21
724,-5,-16.73,75.7,240.8,2.404,0.1744,0,21
825,-5,-17.66,94.56,209.1,2.385,0.2114,0,21
915,-4,-2.297,94.56,237.4,1.661,0.2798,0,21
933,-4,-19.3,84.25,239.1,2.432,0.2637,1,21
938,-4,-16.17,88.3,258.5,2.404,0.1396,0,21
1039,-4,-18.38,114.56,203.1,1.636,0.2202,0,21
1129,-4,-7.535,83.3,252.2,1.938,0.2428,0,21
1147,-4,-19.8,84.3,244.1,2.455,0.1953,1,21
1152,-5,-14.27,61.53,257.2,2.348,0.169,0,21
1221,-5,-17.9,72.7,268.2,2.16,0.1755,1,21
1275,-5,-20.97,88.75,245.5,2.49,0.2769,1,21
1329,-5,-21.25,80.75,259.8,2.518,0.2432,1,21
1383,-3,-18.75,79.6,266.8,1.103,0.2417,1,21
1437,-3,-17.27,84,237.1,1.964,0.2395,1,21
1491,-4,-20.66,84,240.5,2.115,0.2084,1,21
1545,-2,-24.61,84.94,255.4,0.672,0.294,1,21
1599,-5,-20.39,84.06,261,2.191,0.2874,1,21
1653,-4,-20.03,85.7,241.8,2.111,0.1947,1,21
1707,4,-20.17,88.6,243.5,2.205,0.324,1,21
1761,-5,-18.28,83.8,235.6,1.8,0.2405,1,21
1815,-5,-23.08,87.56,236.6,2.348,0.2217,1,21
1869,-5,-22.53,89.44,241.9,2.227,0.2734,1,21
1923,-5,-21.73,100.56,221.1,2.508,0.2573,1,21
1977,-4,-21.44,78.3,240.1,2.482,0.2236,1,21
2031,-3,-20.94,72.8,267.2,2.506,0.2336,1,21
2084,-4,-21.3,86.3,236.8,2.514,0.276,1,21
2138,-5,-18.05,81.3,233.6,1.984,0.2386,1,21
2192,-5,-21.19,91.4,241.5,2.475,0.3057,1,21
2245,-5,-21.36,76.6,287,2.492,0.2068,1,21
458,-5,-20.27,91.4,208.6,1.861,0.2079,0,22
468,-4,-12.984,105.8,159,2.113,0.158,0,22
502,-5,-13.48,111.1,246,2.469,0.2085,0,22
524,-5,-16.44,77.9,246.5,2.219,0.1486,0,22
527,-5,-16.64,103.7,267.8,1.47,0.2388,1,22
672,-5,-23.39,85.7,224.9,1.708,0.2484,0,22
682,-5,-7.46,107.06,175.2,2.479,0.202,0,22
715,-5,-11.9,117.06,210.1,2.373,0.1848,0,22
737,-5,-14.57,93,250,2.05,0.135,0,22
740,-5,-9.8,99.6,206.2,1.574,0.3071,1,22
885,-4,-18.06,87.44,217.1,1.667,0.252,0,22
895,-5,-13.22,100.2,191.8,2.117,0.1648,0,22
929,-3,-8.65,110.75,222.5,2.383,0.2317,0,22
951,-5,-14.65,98.75,231.6,1.942,0.1091,0,22
954,-5,-12.68,100.2,234.1,2.416,0.2786,1,22
1099,4,-16.39,94.94,197,2.441,0.2153,0,22
1109,-1,-11.984,92.25,204.4,2.006,0.106,0,22
1143,-3,-8.85,116.9,244.5,2.436,0.1938,0,22
1165,-4,-20.61,79.06,256.2,2.113,0.0944,0,22
1168,4,-14.48,93.3,213.1,2.205,0.2415,1,22
1222,-4,-17.47,95.94,197.1,2.383,0.2837,1,22
1276,-4,-13.984,96.8,238.2,2.533,0.2185,1,22
1330,-5,-16.69,95.2,219.5,2.498,0.2783,1,22
1384,-4,-17.92,95,248.6,1.546,0.2223,1,22
1438,3,-14.1,93.6,234,2.164,0.1947,1,22
1492,-3,-15.08,87.1,210.2,2.475,0.1931,1,22
1546,-3,-14.56,88.1,238.1,2.082,0.185,1,22
1600,5,-14.44,90.3,239,2.205,0.1399,1,22
1654,-2,-14.74,87.9,268,2.436,0.1781,1,22
1708,-5,-15.99,99.8,255,1.538,0.247,1,22
1762,5,-15.21,99.2,244.6,1.561,0.2544,1,22
1816,-5,-17.4,95.44,246,1.611,0.293,1,22
1870,3,-13.89,90.1,269.5,2.414,0.2484,1,22
1924,3,-16.12,93.56,222.8,2.36,0.2634,1,22
1978,-5,-14.734,90.2,246.9,2.477,0.1841,1,22
2032,-3,-16.36,84.75,235.9,2.373,0.1791,1,22
2085,-2,-14.19,91.8,265.8,2.23,0.2155,1,22
2139,-5,-18.48,90.56,248.5,1.616,0.2196,1,22
2193,-3,-14.75,86,269.2,2.475,0.1724,1,22
2246,-5,-14.96,88.94,264.5,2.457,0.1759,1,22
463,-4,-7.367,119.06,184.4,2.146,0.2793,0,23
483,-1,-5.477,156.9,218.8,2.318,0.0731,0,23
528,-2,-10.78,102.56,187.9,2.066,0.1996,1,23
677,-5,-17.8,122.6,204.6,2.035,0.2135,0,23
696,-4,-11.97,123.9,197.6,2.297,0.1292,0,23
741,-4,-10.9,114.7,178.6,1.643,0.196,1,23
890,-1,-11.06,109.5,210.8,1.396,0.2162,0,23
910,-3,-11.36,140.2,171.9,2.246,0.0946,0,23
955,0,-6.37,123.6,183.5,1.9795,0.2065,1,23
1104,-5,-13.195,125,182,1.495,0.1974,0,23
1124,-2,-8.664,141.9,167.2,2.39,0.1466,0,23
1169,-5,-4.227,132.2,183.4,2.176,0.1674,1,23
1223,-5,-10.13,121.6,182.4,1.692,0.2189,1,23
1277,-5,-15.15,110.2,163.8,1.874,0.1586,1,23
1331,-5,-11.07,128.1,191.8,1.643,0.1831,1,23
1385,-5,-9.04,129.1,187.6,2.02,0.1398,1,23
1439,-5,-14.35,113.94,178.6,1.964,0.1722,1,23
1493,-2,-18.61,106.94,176.4,1.925,0.1538,1,23
1547,-5,-19.78,113.56,192.1,1.663,0.204,1,23
1601,-5,-17.25,99.94,171.8,1.854,0.1334,1,23
1655,-5,-9.19,95.4,199.4,1.874,0.2202,1,23
1709,-5,-17.48,114.1,182.5,1.828,0.2439,1,23
1763,-5,-14.94,105.2,178.6,1.939,0.1909,1,23
1817,-5,-13.664,120.6,171.5,2.016,0.2072,1,23
1871,-5,-19.94,102.56,171.6,1.7295,0.1891,1,23
1925,-3,-16,114.56,173.2,1.849,0.1536,1,23
1979,-5,-16.6,108.06,165.4,1.928,0.1952,1,23
2033,-3,-20.89,95.75,184.5,1.813,0.1517,1,23
2086,-5,-15.36,106.5,163.6,1.939,0.1973,1,23
2140,-4,-20.1,98.8,166.8,1.795,0.2084,1,23
2194,4,-21.25,100.6,165.2,1.637,0.2056,1,23
2247,-5,-17.8,98.1,186,1.868,0.1453,1,23
365,-4,-20.53,91.9,205.1,2.531,0.2803,0,24
438,-5,-0.9736,100.5,229.6,1.811,0.2654,0,24
441,-4,-19.44,111.25,182,0.08716,0.2903,0,24
529,-3,0.3538,100.25,159.6,-2.492,0.3225,1,24
579,1,3.691,109,186.4,-0.3196,0.3372,0,24
652,-5,0.8184,133,171.6,-1.077,0.3171,0,24
655,-5,-13.36,116.75,200.8,2.148,0.2585,0,24
742,-5,-17.25,103.7,157.8,2.146,0.233,1,24
792,-5,-7.297,117.44,184.4,2.523,0.195,0,24
865,-4,-8.91,115.7,207.4,1.867,0.1957,0,24
868,-5,-12.37,111,187.8,1.169,0.2277,0,24
956,-4,-10.95,128.1,121.9,1.74,0.1812,1,24
1006,-5,-15.414,115.5,216.4,2.492,0.2876,0,24
1079,-4,-12.01,131.1,219.6,2.436,0.1649,0,24
1082,-5,-19.12,89.2,191.8,2.445,0.2693,0,24
1170,-5,-12.01,113.2,88.25,2.268,0.12335,1,24
1224,5,-7.73,118.56,110.1,2.154,0.1973,1,24
1278,-3,-18.11,107.56,123.5,2.455,0.1581,1,24
1332,-2,-14.09,106.75,115.75,2.309,0.1844,1,24
1386,-3,-11.78,107.6,152.8,2.287,0.1852,1,24
1440,-5,-11.46,100.25,156.9,2.277,0.1884,1,24
1494,3,-17.58,105,143.5,2.281,0.1578,1,24
1548,-4,-14.07,112,101.2,2.129,0.1522,1,24
1602,-5,-9.59,93.06,177.1,1.82,0.2286,1,24
1656,-5,-13.97,97.5,117.44,1.9795,0.1895,1,24
1710,-3,-12.516,105.2,172.2,1.872,0.2125,1,24
1764,5,-12.35,109.94,144.1,1.733,0.2203,1,24
1818,-5,-13.01,102.3,128.2,2.021,0.2461,1,24
1872,-3,-12.586,104.44,140.8,2.158,0.1685,1,24
1926,-5,-9.086,114.3,123.44,2.148,0.1492,1,24
1980,5,-11.01,109.3,125.1,2.057,0.1888,1,24
2034,-5,-13.97,107.56,125.7,1.052,0.222,1,24
2087,-5,-13,115.5,157,2.42,0.2078,1,24
2141,5,-16.02,110.4,161.2,1.851,0.2231,1,24
2195,-4,-10.71,108.9,135.9,1.708,0.2325,1,24
2248,-5,-8.95,105.44,158.8,2.441,0.2156,1,24
425,-3,0.4775,107.44,244.8,-1.846,0.564,0,25
446,5,-2.684,108.6,223.2,1.989,0.488,0,25
530,-5,0.4214,113.6,266,-2.092,0.6987,1,25
639,-5,0,120.9,256.5,-2.291,0.4114,0,25
660,-1,1.322,101.44,236,-0.6665,0.579,0,25
743,-5,0.914,110.44,233.6,-0.969,0.7314,1,25
852,-5,-2.936,111.44,260.5,2.4,0.49,0,25
873,-3,0.8345,120.25,246,-1.062,0.5684,0,25
957,1,0.625,114.4,232,-1.418,0.6416,1,25
1066,0,-54.78,116.9,253.1,0.1837,0.472,0,25
1087,2,2.482,110.5,249.5,1.793,0.5938,0,25
1171,-2,1.423,116.3,248.2,-0.83,0.739,1,25
1225,0,0.414,109.3,251.4,-2.129,0.701,1,25
1279,5,0.767,130.1,243.8,-1.148,0.6094,1,25
1333,-4,-26.56,116.2,212.4,-0.02061,0.701,1,25
1387,-2,0.4053,125.94,253.2,-2.174,0.6426,1,25
1441,2,1.161,124.56,252.5,-0.759,0.613,1,25
1495,-5,1.048,114.7,232.2,-0.845,0.6978,1,25
1549,-2,0.7812,100.6,268.5,-1.128,0.5186,1,25
1603,-3,-9.234,119.4,241.5,2.523,0.622,1,25
1657,-3,0.7163,130.6,233.4,-1.23,0.5273,1,25
1711,-2,1.444,100.1,240.9,-0.6133,0.7104,1,25
1765,-5,0.601,103.2,249.6,-1.467,0.6387,1,25
1819,-3,0.914,126.06,231.2,-0.964,0.635,1,25
1873,-5,-87.56,105.9,237.6,0.0359,0.6426,1,25
1927,-1,1.131,120.94,233.2,-0.7793,0.573,1,25
1981,-4,0.612,106.8,244.9,-1.448,0.6743,1,25
2035,-2,-15.08,125.9,252,1.79,0.687,1,25
2088,-4,0,113.44,243.5,-0.02061,0.704,1,25
2142,0,0.5444,117.06,259.5,-2.17,0.609,1,25
2196,-5,1.397,115.3,251.1,-0.845,0.766,1,25
2249,4,0.7607,115.75,284.5,-1.159,0.586,1,25
439,-2,-2.035,97.5,225.5,1.849,0.2473,0,26
450,0,-3.2,96.56,180.4,1.734,0.2803,0,26
459,-5,-11.15,100.7,184.1,2.133,0.281,0,26
531,-5,-7.766,94.44,203.4,1.692,0.526,1,26
653,-3,-17.2,97.5,219.6,2.111,0.1943,0,26
664,5,-12.15,112.7,197.9,1.954,0.2,0,26
673,2,-17.14,98.25,176.9,1.364,0.2341,0,26
744,1,-7.367,115.06,186.1,1.37,0.3555,1,26
866,-4,-19.53,82,239.1,1.294,0.2462,0,26
877,1,-11.4,104.56,201.5,1.934,0.2532,0,26
886,0,-10.555,105.1,180.6,2.082,0.3125,0,26
958,-4,-7.67,103.75,154.5,1.539,0.2366,1,26
1080,-3,-24.44,78.5,186.2,1.907,0.1921,0,26
1091,-5,-14.21,114.94,189.4,2.082,0.2185,0,26
1100,0,-10.74,95.1,173.8,2.041,0.25,0,26
1172,-5,-4.355,109.8,171.2,2.531,0.2551,1,26
1226,-4,-14.805,105.06,170.9,2.1,0.1953,1,26
1280,-3,-14.74,111.2,161.8,0.1086,0.2788,1,26
1334,-1,-34.6,119.4,171.2,1.273,0.2369,1,26
1388,-2,-20.22,109.1,172.5,0.1005,0.2095,1,26
1442,-2,-5.67,111.7,157.2,1.508,0.2715,1,26
1496,-5,-6.3,119,158.8,2.506,0.1938,1,26
1550,-3,-3.057,107.25,167,2.537,0.1993,1,26
1604,-5,-12.67,96.5,163,1.9795,0.2573,1,26
1658,-3,-0.2397,99.4,161.5,2.516,0.3467,1,26
1712,-3,-18.44,96.06,172.5,0.04614,0.3735,1,26
1766,5,-14.08,109.9,183.6,1.798,0.2395,1,26
1820,-4,-5.46,105.1,181.2,1.342,0.251,1,26
1874,-2,-11.31,94.25,198.8,0.02563,0.3525,1,26
1928,-5,-6.086,102.6,170.8,1.424,0.2467,1,26
1982,-5,-8.305,111.25,171.4,1.479,0.2285,1,26
2036,2,-21.8,98.9,179.6,0.05292,0.3423,1,26
2089,-5,-21.8,88.3,203.8,0.05103,0.2673,1,26
2143,2,-12.93,94.25,172.8,2.053,0.2173,1,26
2197,-5,-12.53,109.56,170.1,1.895,0.1746,1,26
2250,-4,-2.547,102.6,181.6,2.213,0.3113,1,26
362,-4,-12.74,102.9,252.4,2.531,0.3745,0,27
515,-5,0.4287,98.06,284,-2.047,0.3657,0,27
532,-5,-21.8,93.3,219.5,1.947,0.2198,1,27
576,-4,-17.08,95.5,236.2,2.38,0.3403,0,27
728,-4,-17.42,106.7,307.2,1.308,0.3723,0,27
745,-5,-13.04,98.5,233.2,0.9077,0.3008,1,27
789,-5,-23.61,99.5,224.2,2.158,0.3462,0,27
942,-5,-9.44,91.94,285.8,1.933,0.2664,0,27
959,-5,-19.8,100.75,269.2,1.995,0.3179,1,27
1003,-3,-20.55,95.4,248,2.49,0.3828,0,27
1156,-3,-13.7,111.4,288.2,1.67,0.3457,0,27
1173,-5,-21.4,84.3,248.8,2.354,0.2307,1,27
1227,-5,-20.53,92.8,250,2.234,0.2446,1,27
1281,-5,-19.6,92.1,256.8,2.277,0.258,1,27
1335,-5,-22.67,89.7,228.6,2.305,0.2017,1,27
1389,-1,-23.98,97.2,261.5,1.902,0.3345,1,27
1443,-5,-19.94,100.5,243.2,2.465,0.2778,1,27
1497,0,-1.266,102.44,239.1,0.928,0.378,1,27
1551,-5,-21.42,101.56,242.9,1.882,0.2878,1,27
1605,-5,-20.45,99.06,230.2,1.9795,0.3433,1,27
1659,-5,-22.05,91.7,251.4,1.887,0.3088,1,27
1713,-5,-15.66,94.8,252.1,1.61,0.3657,1,27
1767,-5,-17.97,98.44,245.6,2.104,0.258,1,27
1821,-3,-20.8,89.2,259.5,2.164,0.2622,1,27
1875,-5,-20.11,90.25,249.5,1.732,0.2869,1,27
1929,-2,-16.16,96,269.8,1.292,0.2942,1,27
1983,-5,-23.17,100.44,232.1,1.8955,0.3591,1,27
2037,-4,-7.637,102,252.5,1.332,0.311,1,27
2090,-5,-19.19,93.8,278.8,2.438,0.2668,1,27
2144,-5,-21,99.9,258.5,1.316,0.3333,1,27
2198,-2,-21.77,85.9,257,1.674,0.2573,1,27
2251,-5,-21.25,98.44,263.2,1.363,0.2837,1,27
464,-5,-16.38,98.7,221.2,1.989,0.2047,0,28
492,-5,-13.24,94.25,226.5,2.006,0.1785,0,28
516,-4,-22.05,103.25,221.2,2.393,0.1681,0,28
533,-5,-17.23,91.06,261.2,2.445,0.1914,1,28
678,0,-20.45,84.2,241,2.158,0.1367,0,28
705,-4,-18.22,109.7,241.9,2.01,0.1516,0,28
729,-2,-16.98,86.56,251.5,2.502,0.1514,0,28
746,-3,-22.4,88.7,265.2,1.902,0.1826,1,28
891,-4,-19.61,89.94,221.4,2.613,0.1466,0,28
919,-5,-16.69,95.6,241.5,2.264,0.1366,0,28
943,-2,-24.44,82.8,275.2,1.918,0.1464,0,28
960,-4,-19.42,87.2,250.8,2.5,0.1438,1,28
1105,-5,-14.96,111.4,217.9,2.303,0.1566,0,28
1133,-5,-16.62,96.44,237,1.82,0.1617,0,28
1157,-3,-19.12,100.3,245.8,2.383,0.1234,0,28
1174,-2,-20.88,86.5,255.8,2.45,0.182,1,28
1228,-4,-19.7,73.9,256.8,2.729,0.1417,1,28
1282,-3,-15.31,83.6,285,2.516,0.1925,1,28
1336,-5,-21.2,80.06,283.5,2.287,0.1608,1,28
1390,-4,-19.84,76.56,259,2.473,0.1825,1,28
1444,-4,-19.48,80.6,265.2,2.436,0.1635,1,28
1498,-3,-21.25,80.06,256.8,2.467,0.1462,1,28
1552,-4,-15.195,97.9,275.5,2.48,0.2307,1,28
1606,-4,-18.84,89.94,277.2,2.361,0.1632,1,28
1660,-2,-19.23,88.75,247.8,2.373,0.1895,1,28
1714,-5,-20.67,78.9,243.1,2.475,0.1593,1,28
1768,-5,-21.38,81.3,250.5,2.459,0.1597,1,28
1822,-5,-23.55,81,249.2,2.271,0.1437,1,28
1876,-5,-23.3,90.1,226.9,2.178,0.1348,1,28
1930,-4,-17.3,96.94,250.8,1.949,0.1968,1,28
1984,-5,-18.69,97.3,257,2.459,0.228,1,28
2038,-3,-22.55,99.6,250.9,2.383,0.12463,1,28
2091,-5,-17.11,89.5,298,2.281,0.2001,1,28
2145,0,-18.78,88.5,256.2,2.502,0.2151,1,28
2199,-4,-21.66,79.1,298.2,2.467,0.181,1,28
2252,-5,-21.89,104.8,252.5,2.463,0.1672,1,28
373,-4,-11.38,123.25,225.4,1.64,0.23,0,29
420,-5,-23.2,111.56,228.8,0.4307,0.2413,0,29
484,-1,-45.44,108.75,205.2,0.3384,0.182,0,29
534,-1,-11.8,104.94,224.2,1.975,0.3345,1,29
587,-2,-6.26,108.6,230,2.01,0.2198,0,29
634,5,-1.364,108.9,241.4,0.4307,0.2773,0,29
697,-5,-10.766,120,234.1,2.482,0.1644,0,29
747,-5,-30.23,102.94,206.2,0.8447,0.2625,1,29
800,-5,-10.14,114.44,221.1,1.274,0.2427,0,29
847,-5,-16.4,108.44,256.2,1.593,0.213,0,29
911,-1,-41.28,121.5,221.6,0.4248,0.172,0,29
961,3,-7.547,104.8,230.8,1.975,0.1965,1,29
1014,-5,-51.03,116.6,224.9,0.373,0.2683,0,29
1061,-4,-6.395,107,256,1.831,0.1804,0,29
1125,-2,-27.38,122.3,217.6,0.4358,0.1697,0,29
1175,-3,-8.81,94.2,220,1.984,0.2355,1,29
1229,-2,-14.44,97.6,229.6,1.902,0.2756,1,29
1283,-5,-8.984,94.4,214.1,2.4,0.1975,1,29
1337,-1,-12.375,112.9,219.2,1.005,0.3027,1,29
1391,-1,-5.4,112.44,231.9,2.062,0.2192,1,29
1445,-3,-11.2,99.8,224.4,2.156,0.2815,1,29
1499,-5,-18.14,93.9,227.6,2.078,0.2744,1,29
1553,-5,-10.91,99.8,227.1,2.113,0.262,1,29
1607,-5,-44.72,97.3,227.4,0.508,0.3276,1,29
1661,-3,-17.23,87.75,219.9,2.078,0.2445,1,29
1715,-5,-14.766,78.25,217.9,2.451,0.248,1,29
1769,-3,-36.53,93.1,227.6,0.577,0.3,1,29
1823,-5,-10.15,96.6,220.2,2.373,0.3047,1,29
1877,-4,-17.53,105.5,213.8,2.158,0.2834,1,29
1931,0,-15.18,99,233.4,1.766,0.3313,1,29
1985,-3,-37.72,91.8,233.8,0.4353,0.2769,1,29
2039,-1,-10.81,92.3,217.4,2.05,0.3179,1,29
2092,0,-7.87,92.5,233.5,2.076,0.2993,1,29
2146,-5,-9.08,90.7,233.5,2.129,0.2954,1,29
2253,-4,-11.31,96.2,229.2,2.346,0.3306,1,29
393,-5,-17.36,126.1,225.2,0.9844,0.3909,0,30
414,2,0.614,83,158.9,-1.443,0.4966,0,30
521,-5,-71.94,105.56,215.9,0.1443,0.412,0,30
535,-4,0,68.1,241,1.077,0.442,1,30
607,-5,-9.13,97.9,216,2.316,0.38,0,30
628,-2,-36.88,98.4,214,-0.0204,0.449,0,30
734,-4,-23.2,108.56,177,0.0359,0.4475,0,30
748,-5,24.95,108.6,224.4,1.036,0.6836,1,30
820,-2,-32,107.8,177.2,0.0421,0.3303,0,30
841,-5,7.93,79.9,225.1,2.062,0.5044,0,30
948,-5,4.02,109.56,207,2.262,0.531,0,30
962,3,-13.62,88.2,148,1.83,0.4976,1,30
1034,-5,-17,89.75,221,1.97,0.314,0,30
1055,-4,0,90.9,217.6,-1.661,0.4814,0,30
1162,-5,-45,107.8,189.1,0.2974,0.4478,0,30
1176,-5,1.282,98.2,178.9,-0.687,0.5186,1,30
1230,-4,-23.2,87.4,160.1,0.1083,0.446,1,30
1284,3,-8.336,113.25,140.4,1.784,0.3364,1,30
1338,-2,-20.56,93.4,196.5,0.04123,0.602,1,30
1392,-3,-16.39,108.6,164.5,0.08765,0.5283,1,30
1446,1,-7.906,98.9,180,0.1846,0.4368,1,30
1500,-5,-25.83,110.3,167.2,0.1589,0.505,1,30
1554,-5,-72.2,96.44,216,0.1794,0.6006,1,30
1608,-5,0.397,76,202.4,-2.22,0.4033,1,30
1662,-3,-70.4,98.56,229.9,0.3076,0.5938,1,30
1716,-5,-22.62,100.44,179.5,0.06216,0.559,1,30
1770,-3,-14.945,95.9,206.8,2.19,0.5063,1,30
1824,-5,-84.8,82.8,208.5,0.05182,0.4875,1,30
1878,-1,1.909,73.2,191.6,-0.4639,0.4644,1,30
1932,-4,-25.86,111.6,179.6,0.1793,0.3965,1,30
1986,-5,0.558,112.3,178.4,-1.571,0.428,1,30
2040,-3,-13.3,100.2,151,0.8594,0.4556,1,30
2093,-1,-35.5,107.9,208.1,0.5537,0.6074,1,30
2147,-1,-33.7,100.7,201.2,-0.01538,0.557,1,30
2200,-5,-29.75,108.1,225.1,0.0359,0.522,1,30
2254,-5,-18.92,84.75,201.6,0.359,0.4316,1,30
369,-2,-44.78,96.7,239.4,0.7266,0.3882,0,31
447,-5,-1.801,100.06,214,0.82,0.42,0,31
536,-5,-12.67,89.9,227.4,1.482,0.4856,1,31
583,-2,-23.2,93.56,213.8,1.893,0.298,0,31
661,-3,0.7666,99.9,215.8,1.541,0.472,0,31
749,-5,-13.78,100.9,227.4,2.479,0.4797,1,31
796,-5,-25.58,94.6,251.1,1.328,0.3635,0,31
874,-5,0.6987,97,225.8,0.8496,0.4668,0,31
963,-5,-5.586,97.6,209.8,1.415,0.544,1,31
